NPI,Gender,State,Credentials,Specialty,ACETAMINOPHEN.CODEINE,FENTANYL,HYDROCODONE.ACETAMINOPHEN,HYDROMORPHONE.HCL,METHADONE.HCL,MORPHINE.SULFATE,MORPHINE.SULFATE.ER,OXYBUTYNIN.CHLORIDE,OXYBUTYNIN.CHLORIDE.ER,OXYCODONE.ACETAMINOPHEN,OXYCODONE.HCL,OXYCONTIN,TRAMADOL.HCL,Opioid.Prescriber
1003101783,M,TX,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,14,0,0,1
1588920052,M,OH,M.D.,Student in an Organized Health Care Education/Training Program,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366766610,F,MN,MD,Family Practice,0,15,16,0,0,0,0,0,0,0,0,0,15,1
1114903309,M,NH,MD,Hematology/Oncology,0,0,0,0,0,0,0,0,0,0,19,0,0,1
1821076944,F,FL,DMD,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205808532,M,NY,M.D.,Gastroenterology,0,0,0,0,0,0,0,0,0,23,0,0,14,1
1295755841,M,IN,MD,Ophthalmology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255465290,M,CA,D.D.S.,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669598561,M,MS,MD,Internal Medicine,0,11,240,25,0,0,0,51,0,34,0,0,216,1
1770585176,M,TX,M.D.,Internal Medicine,13,28,250,0,0,0,0,0,82,0,0,0,103,1
1306887633,M,KY,MD,Emergency Medicine,0,0,57,0,0,0,0,0,0,0,0,0,16,1
1770922734,M,CA,,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1508084690,M,MO,M.D.,Hand Surgery,0,0,56,0,0,0,0,0,0,0,0,0,0,1
1023175320,M,KY,DMD,Dentist,0,0,114,0,0,0,0,0,0,0,0,0,0,1
1184705014,M,GA,M.D,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235147364,M,FL,O.D.,Optometry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528078037,M,CT,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912941915,M,WV,M.D.,Neurology,0,0,57,0,0,0,0,13,28,0,0,0,0,1
1689872194,M,VA,D.D.S,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1942270780,F,VT,MD,Internal Medicine,0,19,13,15,20,0,28,0,16,16,22,16,61,1
1922026012,M,CA,M.D.,Clinic/Center,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871865071,F,UT,ANP-BC,Nurse Practitioner,0,0,26,0,12,0,15,0,0,0,56,14,0,1
1285761692,F,GA,DDS,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1235193707,F,RI,D.O.,Family Practice,11,0,87,0,0,0,0,0,0,19,17,0,51,1
1982924973,M,TX,DDS,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730315474,F,MI,M.D.,Infectious Disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316908916,M,OK,M.D.,Plastic and Reconstructive Surgery,0,0,20,0,0,0,0,0,0,0,0,0,0,1
1275783474,F,VA,PA-C,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1134316581,F,NY,,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487092045,M,PA,D.O.,Student in an Organized Health Care Education/Training Program,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174582233,M,LA,M.D,Internal Medicine,0,0,526,0,0,0,0,37,0,0,0,0,49,1
1760512529,F,CO,MD,Family Practice,0,0,75,0,25,0,45,15,0,108,15,12,33,1
1548587983,F,NC,M.D.,Family Practice,0,0,14,0,0,0,0,0,0,12,0,0,17,1
1336199215,M,FL,MD,Urology,0,0,13,0,0,0,0,50,0,0,0,0,0,1
1386812642,F,KS,ARNP-C,Nurse Practitioner,0,55,183,0,14,0,62,0,11,159,109,28,142,1
1013295047,F,NY,MD,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871579177,F,MN,M.S. C.N.P.,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,12,1
1558666560,M,AL,M.D.,Urology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073627774,F,PA,MD,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710053210,M,PA,D.M.D.,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1154376804,F,VA,MD,Endocrinology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518306505,M,NY,MD,Student in an Organized Health Care Education/Training Program,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801809363,F,FL,P.A.,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245289529,M,SC,MD,Emergency Medicine,0,0,161,0,0,0,0,13,0,14,0,0,82,1
1386629012,M,TX,M.D.,Cardiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518001551,M,NV,M.D.,Internal Medicine,0,0,0,0,0,0,0,0,0,18,0,0,0,1
1427207034,F,WI,D.D.S.,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407923352,F,CA,MD,Obstetrics/Gynecology,0,0,13,0,0,0,0,0,26,0,0,0,0,1
1356396634,M,MI,MD,Internal Medicine,79,15,329,0,0,0,17,0,0,25,0,0,19,1
1811978075,M,WA,MD,Pain Management,11,40,218,27,78,0,45,0,0,63,179,50,177,1
1598820813,M,GA,MD,Orthopedic Surgery,0,0,223,0,0,0,0,0,0,90,0,0,33,1
1760549182,M,CA,M.D.,Internal Medicine,25,17,215,109,52,15,16,0,0,22,0,0,0,1
1588718084,M,NY,M.D.,Cardiology,0,0,14,0,0,0,0,0,11,0,0,0,18,1
1225028632,M,ID,MD,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1508140047,F,FL,D.O,Emergency Medicine,0,0,0,0,0,0,0,0,0,31,0,0,0,1
1588725394,F,MN,DDS,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053402628,M,NY,MD,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407812407,F,MO,MD,Ophthalmology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093987885,M,TX,M.D.,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,22,1
1437572898,F,TX,N.P.,Nurse Practitioner,13,0,28,0,0,0,0,0,0,0,0,0,0,1
1487088241,F,MA,"MS, PA-C",Physician Assistant,0,0,0,0,0,0,0,0,0,17,0,0,0,1
1720028335,F,OR,MD,Otolaryngology,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1093152738,F,WA,MD,Student in an Organized Health Care Education/Training Program,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982752440,M,NY,R.P.A.C.,Physician Assistant,0,0,0,0,0,0,0,0,0,22,0,0,0,1
1750310504,M,DC,,Neurology,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1114046646,M,CA,DDS,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1952535163,F,GA,PA-C,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801835392,F,MA,RNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487660502,M,TX,DO,Emergency Medicine,0,0,21,0,0,0,0,0,0,0,0,0,16,1
1144353582,F,VA,MD,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811902471,M,AZ,DDS,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982685707,F,MO,DDS,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750303079,M,MI,M.D.,Dermatology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265603740,F,MA,PA-C,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548276793,M,NJ,DMD,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1891874483,F,MN,MD,Family Practice,0,0,14,0,0,0,0,0,0,0,14,0,20,1
1568778736,F,NC,"MHS, PA-C",Physician Assistant,0,0,0,0,0,0,0,0,0,0,26,0,0,1
1104899582,F,NJ,MD,Internal Medicine,0,0,21,0,0,0,0,0,0,56,25,37,20,1
1144286360,M,MS,MD,Internal Medicine,17,34,459,0,0,0,0,12,0,44,0,0,155,1
1689776387,M,WV,D.O.,Family Practice,0,0,75,0,0,0,0,0,0,23,0,0,14,1
1255537262,F,MA,OD,Optometry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548358260,M,PA,M.D.,Neuropsychiatry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548446602,F,CA,M.D.,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053471045,M,CA,D.O.,Family Practice,0,13,119,0,0,0,0,0,0,0,0,0,123,1
1396749099,M,OH,D.D.S.,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508095977,M,OK,D.O.,General Surgery,0,0,50,0,0,0,0,0,0,0,0,0,0,1
1700859113,F,NJ,DO,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033484357,F,GA,PA,Physician Assistant,0,0,19,0,0,0,0,0,0,0,0,0,26,1
1487627253,F,WI,MBBS,Hematology/Oncology,0,0,19,0,0,0,25,0,0,0,35,0,0,1
1023309986,F,AR,M.D.,Student in an Organized Health Care Education/Training Program,0,0,0,0,0,0,0,0,0,21,0,0,0,1
1275566598,M,AL,MD,Anesthesiology,11,22,259,71,58,55,85,0,0,28,48,61,48,1
1720427974,M,MO,M.D.,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1366703019,F,LA,NP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861527624,F,KY,MD,Psychiatry & Neurology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063491157,M,TX,DMD,Dentist,0,0,16,0,0,0,0,0,0,0,0,0,0,1
1366514317,M,OH,P.A.,Physician Assistant,0,0,34,0,0,0,0,0,0,48,0,0,20,1
1598729741,M,PA,DO,General Surgery,16,0,0,0,0,0,0,0,0,36,0,0,0,1
1386637239,M,PA,DMD,Oral Surgery (dentists only),16,0,15,0,0,0,0,0,0,0,0,0,0,1
1033280136,M,ID,DDS,Dentist,0,0,17,0,0,0,0,0,0,0,0,0,0,1
1235120734,F,CA,MD,Family Practice,24,11,128,0,0,0,15,0,13,28,0,0,45,1
1346291051,F,MD,M.D,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356565618,F,IL,M.D.,Psychiatry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629155296,F,CA,PHARMD,Pharmacist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669457412,M,VA,DDS,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538159017,M,TN,M.D.,Cardiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669404547,F,MD,,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1811221575,F,PA,DMD,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861427973,F,OH,M.D.,General Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023122470,F,OH,CNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568493948,M,TN,MD,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124085667,M,PA,MD,General Surgery,0,0,15,0,0,0,0,0,0,0,0,0,0,1
1982934808,F,KS,PA-C,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992744296,M,GA,PA-C,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538373907,M,AL,MD,Hematology/Oncology,0,21,116,0,0,0,30,0,0,0,55,13,0,1
1730399593,F,NJ,D.D.S.,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407843485,M,OK,M.D.,Cardiac Surgery,0,0,42,0,0,0,0,0,0,16,0,0,0,1
1487603106,F,AZ,PA-C,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649248105,M,AL,PA,Physician Assistant,0,0,0,0,0,0,0,16,0,0,0,0,82,1
1982609897,F,IN,M.D,Family Practice,0,88,583,12,36,0,16,52,42,68,24,23,162,1
1629173158,M,FL,MD,Ophthalmology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417383803,M,FL,A.R.N.P.,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790841054,M,MO,DO,Emergency Medicine,0,0,27,0,0,0,0,0,0,0,0,0,0,1
1740374123,F,NM,MD,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174583132,M,MI,MD,General Practice,0,0,64,11,0,0,0,14,0,0,0,0,0,1
1295037299,F,NC,ANP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235217712,M,CA,MD,Medical Oncology,0,0,32,0,0,0,24,0,0,0,0,0,0,1
1154567709,M,MD,MD,Orthopedic Surgery,0,0,0,0,0,0,0,0,0,0,23,0,25,1
1598882300,M,NY,DDS,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962765586,M,MI,DO,Urology,0,0,31,0,0,0,0,16,0,0,0,0,15,1
1992974612,M,MA,DMD,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487641213,M,UT,O.D.,Optometry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770747362,F,TN,FNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659492189,M,ME,D.O.,Emergency Medicine,0,0,39,0,0,0,0,0,0,12,0,0,0,1
1447356548,M,TN,OD,Optometry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1639170400,M,OR,D.M.D.,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164622270,M,NJ,MD,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609062892,M,FL,MD,Internal Medicine,0,0,31,0,0,0,0,25,0,14,0,0,36,1
1952412561,M,FL,MD,Orthopedic Surgery,14,0,189,0,0,0,0,0,0,331,20,0,102,1
1023079084,F,NJ,NP,Nurse Practitioner,0,0,44,0,0,0,0,0,0,0,0,0,0,1
1659497311,F,TX,M.D.,Family Practice,47,0,236,0,0,0,0,11,0,0,0,0,184,1
1851674329,F,CA,"RN, NP",Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285695866,M,KY,M. D.,Family Practice,39,32,1696,32,0,58,57,16,66,246,33,49,175,1
1194829549,M,WA,MD,Orthopedic Surgery,0,0,46,0,0,0,0,0,0,0,0,0,0,1
1083812127,M,IL,MD,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,13,1
1760479281,M,WA,M.D.,Urology,0,0,75,0,0,0,0,0,77,25,0,0,0,1
1235416090,F,IA,PA-C,Physician Assistant,0,0,0,0,0,0,0,0,0,17,0,0,0,1
1649359704,F,RI,M.D.,General Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932255601,F,CO,MD,Neurology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619901154,M,WI,M.D.,Emergency Medicine,0,0,119,0,0,0,0,0,0,17,0,0,0,1
1861593477,F,LA,O.D.,Optometry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306845029,M,GA,M.D.,Internal Medicine,0,12,63,0,0,0,0,0,0,11,0,0,31,1
1821315847,F,MN,,Family Practice,0,0,37,0,0,0,0,0,0,17,13,0,12,1
1467689919,M,MA,"MD, PHD",Internal Medicine,0,0,0,0,0,0,0,13,0,0,0,0,0,1
1265523005,M,NC,DO,Family Practice,0,0,327,0,0,0,0,19,36,109,0,15,75,1
1083603179,M,IL,MD,Anesthesiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265832497,F,FL,,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255322335,M,OH,MD,Family Practice,0,0,178,0,0,0,20,19,0,30,16,0,37,1
1063690931,M,CA,PA-C,Physician Assistant,0,0,35,0,0,0,0,11,0,0,0,0,44,1
1316019474,M,AK,M.D.,Family Practice,0,0,16,0,0,0,0,0,0,0,0,0,0,1
1144214438,F,GA,MD,Emergency Medicine,60,0,390,0,0,0,0,27,28,55,0,12,191,1
1104830959,M,FL,M.D.,Family Practice,0,0,39,0,0,0,0,0,0,0,0,0,0,1
1538347570,F,FL,DMD,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1912916347,M,MI,M.D.,Neuropsychiatry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619088390,F,MO,FNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,59,1
1346394061,M,PA,MD,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609090208,M,IL,M.D.,Emergency Medicine,0,0,30,0,0,0,0,0,0,0,0,0,0,1
1629262886,M,WV,P.A.,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1245295351,M,FL,MD,Hematology/Oncology,0,30,0,0,0,0,0,0,0,26,0,0,0,1
1295753127,M,TX,M.D.,Family Practice,30,0,515,0,0,0,0,84,35,0,0,0,297,1
1366673097,F,WA,D.O.,Family Practice,0,0,19,0,0,0,0,0,0,21,0,0,26,1
1942454616,F,UT,PA-C,Physician Assistant,0,0,41,0,0,0,0,42,0,0,32,0,0,1
1841306297,M,MS,MD,Dermatology,0,0,54,0,0,0,0,0,0,0,0,0,0,1
1659302289,M,PA,M.D.,Emergency Medicine,0,0,0,0,0,0,0,0,0,0,11,0,0,1
1891819207,M,NY,"D.D.S., PC",Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407891401,M,OR,OD,Optometry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1053414615,M,MI,DDS,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1063477453,F,NH,PA,Physician Assistant,0,0,22,0,0,0,0,0,0,11,0,0,0,1
1578815023,F,NV,FNP-BC,Nurse Practitioner,12,0,58,0,0,0,0,0,0,0,0,0,18,1
1033313556,M,TX,MD,Pain Management,0,17,122,0,0,0,0,0,0,0,0,0,11,1
1295171270,F,MI,NP-C,Nurse Practitioner,0,0,26,0,0,0,0,0,0,0,0,0,14,1
1902062714,F,IL,D.O.,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1255677597,M,TX,ACNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831230697,M,PA,D.M.D.,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851376230,F,IN,MD,Psychiatry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114096559,M,CA,D.D.S,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1306904354,F,OH,M.D.,Psychiatry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1144226523,M,PA,M.D.,Ophthalmology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104045715,M,AZ,D.D.S.,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265745038,M,OH,M.D.,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1043220320,F,TN,PA,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134347891,M,FL,"MSPAS, PA-C",Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518083617,F,GA,M.D.,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1538183199,F,NC,M.D.,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1548238827,M,NY,MD,Gastroenterology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1568416931,F,TX,M.D.,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023119682,M,WA,MD,Dermatology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780697011,M,RI,PA,Physician Assistant,0,0,15,0,0,0,0,0,0,11,0,0,0,1
1528053535,F,PA,DPM,Podiatry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073660577,M,KY,M.D.,Legal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497750905,F,PA,DO,Family Practice,0,21,48,0,0,13,15,22,0,114,134,25,85,1
1801974985,F,CA,MD,Obstetrics/Gynecology,0,0,22,0,0,0,0,0,0,0,0,0,0,1
1700893815,M,OH,M.D.,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114901089,M,NC,PAC,Physician Assistant,0,0,78,0,0,0,0,0,0,11,0,0,11,1
1043233588,M,NJ,JAMES KIM,"Neuromusculoskeletal Medicine, Sports Medicine",0,0,0,0,0,0,0,0,0,0,0,0,0,1
1619954369,M,TX,PA-C,Physician Assistant,0,0,69,0,0,0,0,0,0,0,0,0,81,1
1952383929,M,CA,M.D.,Orthopedic Surgery,0,0,72,0,0,0,0,0,0,11,0,0,0,1
1063405884,M,OK,D.D.S.,Dentist,0,0,36,0,0,0,0,0,0,0,0,0,23,1
1629308663,F,IL,D.O.,Internal Medicine,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841427804,F,MD,PA,Internal Medicine,0,0,0,0,0,0,0,0,0,0,31,0,0,1
1750453882,F,NY,D.D.S.,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124129390,F,NY,DPM,Podiatry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013071299,M,RI,D.M.D.,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831147230,M,WA,DDS PS,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922217629,M,IL,M.D.,Internal Medicine,40,16,137,0,0,0,0,121,33,0,0,0,187,1
1902894991,M,NJ,D.O.,Medical Oncology,0,19,0,0,0,0,0,0,0,14,14,0,0,1
1386951770,F,CA,PA-C,Physician Assistant,0,0,0,0,0,0,0,0,0,0,28,0,0,1
1255338885,M,FL,MD,Cardiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346241890,M,MD,MD,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326094509,M,LA,M.D.,Diagnostic Radiology,0,0,11,0,0,0,0,0,0,0,0,0,0,1
1174842918,M,TX,NP-C,Nurse Practitioner,0,0,40,0,0,0,0,0,0,0,0,0,0,1
1417108291,M,AZ,D.O.,Pulmonary Disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689672834,M,OH,DPM,Podiatry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679834881,F,NY,M.D.,Hospitalist,0,0,0,0,0,0,0,0,12,0,0,0,0,0
1598721292,F,MO,DO,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871899096,F,TN,PA-C,Physician Assistant,0,0,49,0,0,0,0,0,0,40,0,0,0,1
1083879480,M,WI,MD,Emergency Medicine,0,0,29,0,0,0,0,0,0,0,0,0,0,1
1831187004,M,TX,MD,Family Practice,0,0,212,0,0,0,0,0,0,13,0,12,51,1
1801958947,F,IL,M.D.,Internal Medicine,0,0,14,0,0,0,0,21,0,0,0,0,0,1
1639453921,F,WA,MD,Internal Medicine,0,0,67,0,0,0,0,0,12,0,0,0,16,1
1508204058,F,CA,,Registered Nurse,0,0,0,0,0,0,0,0,0,0,0,0,16,1
1972562189,M,CA,D.D.S.,Dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104056175,F,WA,PHARM. D.,Pharmacist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205882016,M,NY,PA,Physician Assistant,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841404928,F,NJ,N.P.,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1801041207,F,VA,M.D,Internal Medicine,0,0,0,0,0,0,0,0,0,14,0,0,0,1
1073584256,M,AL,M.D.,Cardiology,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1467736868,M,TX,"APRN, FNP-BC",Nurse Practitioner,0,0,17,0,0,0,0,0,0,0,0,0,36,1
1265660997,M,NY,M.D.,Emergency Medicine,0,0,0,0,0,0,0,0,0,22,0,0,0,1
1063545242,M,FL,DDS,Dentist,0,0,181,0,0,0,0,0,0,15,0,0,0,1
1063461903,F,OH,CNP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689723694,M,GA,PA-C,Physician Assistant,0,0,510,0,0,0,0,0,0,0,0,0,110,1
1821069832,M,MA,M.D.,Specialist,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811971807,M,NH,MD,Plastic and Reconstructive Surgery,0,0,0,0,0,0,0,0,0,16,0,0,0,1
1629147574,M,KY,M.D.,Internal Medicine,0,0,117,0,0,0,0,18,0,14,0,0,36,1
1174872204,F,TX,O.D.,Optometry,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962516203,M,CA,MD,Ophthalmology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619266178,F,PR,M.D.,General Practice,0,0,0,0,0,0,0,0,0,0,0,0,42,1
1407991615,M,MI,M.D.,General Practice,59,0,45,0,0,0,0,0,0,0,0,0,0,1
1144209560,F,CT,D. O.,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1487898904,F,MA,NP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932102944,M,TN,MD,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,34,0,0,0,0,0
1740244730,M,TX,MD,Cardiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1356593750,F,OH,,Registered Nurse,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174527972,M,KS,M.D.,Anesthesiology,0,249,755,268,292,174,418,0,0,717,510,229,79,1
1447459409,F,MT,DO,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1164529889,M,VA,MD,Allergy/Immunology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407800378,M,AL,MD,Gastroenterology,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1932130887,M,AZ,NP,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114093580,M,MI,D.O.,Orthopedic Surgery,0,0,26,0,0,0,0,0,0,0,13,0,0,1
1457616211,F,PA,PA-C,Physician Assistant,0,0,0,0,0,0,0,0,0,0,23,0,0,1
1144374281,M,AZ,DO,Family Practice,0,0,0,0,0,0,0,0,0,0,0,0,21,1
1679559298,M,WI,MD,Family Practice,0,34,131,0,0,0,39,0,0,21,152,67,37,1
1174864482,F,FL,"BSHS, MSN, FNP-BC",Nurse Practitioner,0,0,16,0,0,0,0,0,0,11,0,0,0,1
1144551300,F,NE,PA-C,Physician Assistant,0,0,32,0,0,0,0,0,0,0,0,0,0,1
1194823278,M,CA,MD,General Surgery,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619972320,M,WA,MD,Obstetrics/Gynecology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1730400540,M,FL,M.D.,Emergency Medicine,0,0,36,0,0,0,0,0,0,29,0,0,31,1
1649214040,M,NC,MD,Gastroenterology,0,0,19,0,0,0,0,0,0,0,0,0,0,1
1992804843,M,MT,MD,Cardiac Electrophysiology,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205922804,F,NY,ANP-C,Nurse Practitioner,0,0,27,0,0,0,0,0,0,0,0,0,0,1
1790772754,F,IN,ARNP,Nurse Practitioner,0,0,48,0,0,0,0,19,21,0,0,0,0,1
1184050460,F,MD,M.S.N.,Nurse Practitioner,0,0,0,0,0,0,0,0,0,0,0,0,17,1
